imgsize,qubits,filters,kernelsize,stride,numjobs,circuit,time
24,9,5,2,1,16,ry,0.04790452241897583
24,9,5,3,1,16,ry,0.06598861932754517
24,9,6,2,1,16,ry,0.053318378925323484
24,9,6,3,1,16,ry,0.06390349864959717
24,9,7,2,1,16,ry,0.053170526027679445
24,9,7,3,1,16,ry,0.06339321613311767
24,9,8,2,1,16,ry,0.05206915378570556
24,9,8,3,1,16,ry,0.06339120626449585
24,9,9,2,1,16,ry,0.0527105188369751
24,9,9,3,1,16,ry,0.06391772270202636
24,12,1,2,1,16,ry,0.05745093107223511
24,12,1,3,1,16,ry,0.07078659057617187
24,12,2,2,1,16,ry,0.06099835157394409
24,12,2,3,1,16,ry,0.0737860631942749
24,12,3,2,1,16,ry,0.06366122961044311
24,12,3,3,1,16,ry,0.07557865858078003
24,12,4,2,1,16,ry,0.06616831302642823
24,12,4,3,1,16,ry,0.07675696611404419
24,12,5,2,1,16,ry,0.06774898529052735
24,12,5,3,1,16,ry,0.07985578536987305
24,12,6,2,1,16,ry,0.06755132436752319
24,12,6,3,1,16,ry,0.07966739416122437
24,12,7,2,1,16,ry,0.07392286777496337
24,12,7,3,1,16,ry,0.08364920139312744
24,12,8,2,1,16,ry,0.07325894594192504
24,12,8,3,1,16,ry,0.08519742250442505
24,12,9,2,1,16,ry,0.07821819543838501
24,12,9,3,1,16,ry,0.08998219728469849
24,12,10,2,1,16,ry,0.0703518533706665
24,12,10,3,1,16,ry,0.08081618547439576
24,12,11,2,1,16,ry,0.07216942071914673
24,12,11,3,1,16,ry,0.09661630868911743
24,12,12,2,1,16,ry,0.09330416202545166
24,12,12,3,1,16,ry,0.09940708875656128
24,16,1,2,1,16,ry,0.40937085151672364
24,16,1,3,1,16,ry,0.44541004180908206
24,16,1,4,1,16,ry,0.46489336490631106
24,16,2,2,1,16,ry,0.40020491123199464
24,16,2,3,1,16,ry,0.4562514662742615
24,16,2,4,1,16,ry,0.49838751554489136
24,16,3,2,1,16,ry,0.42492019176483153
24,16,3,3,1,16,ry,0.4569163393974304
24,16,3,4,1,16,ry,0.4984713006019592
24,16,4,2,1,16,ry,0.4308697009086609
24,16,4,3,1,16,ry,0.46468554019927977
24,16,4,4,1,16,ry,0.510399522781372
24,16,5,2,1,16,ry,0.43407196283340455
24,16,5,3,1,16,ry,0.4743078875541687
24,16,5,4,1,16,ry,0.5142636108398437
24,16,6,2,1,16,ry,0.45060967206954955
24,16,6,3,1,16,ry,0.47874810457229616
24,16,6,4,1,16,ry,0.5193346214294433
24,16,7,2,1,16,ry,0.4589361548423767
24,16,7,3,1,16,ry,0.49098423242568967
24,16,7,4,1,16,ry,0.5290817070007324
24,16,8,2,1,16,ry,0.4681653928756714
24,16,8,3,1,16,ry,0.5035424351692199
24,16,8,4,1,16,ry,0.537388072013855
24,16,9,2,1,16,ry,0.4759060764312744
24,16,9,3,1,16,ry,0.5044926810264587
24,16,9,4,1,16,ry,0.5417575550079345
24,16,10,2,1,16,ry,0.48322807550430297
24,16,10,3,1,16,ry,0.5152300930023194
24,16,10,4,1,16,ry,0.5542822647094726
24,16,11,2,1,16,ry,0.49792301893234253
24,16,11,3,1,16,ry,0.5385898542404175
24,16,11,4,1,16,ry,0.5879725646972657
24,16,12,2,1,16,ry,0.5303772020339966
24,16,12,3,1,16,ry,0.5581339621543884
24,16,12,4,1,16,ry,0.6098338222503662
24,16,13,2,1,16,ry,0.5286556029319763
24,16,13,3,1,16,ry,0.5134863448143006
24,16,13,4,1,16,ry,0.5856213998794556
24,16,14,2,1,16,ry,0.5353049468994141
24,16,14,3,1,16,ry,0.5545507717132568
24,16,14,4,1,16,ry,0.5881632161140442
24,16,15,2,1,16,ry,0.5377803516387939
24,16,15,3,1,16,ry,0.563114914894104
24,16,15,4,1,16,ry,0.6012507462501526
24,16,16,2,1,16,ry,0.5479292845726014
24,16,16,3,1,16,ry,0.5741477203369141
24,16,16,4,1,16,ry,0.6035300374031067
24,4,1,2,2,16,ry,0.03303358793258667
24,4,2,2,2,16,ry,0.031915383338928224
24,4,3,2,2,16,ry,0.034153516292572024
24,4,4,2,2,16,ry,0.033297226428985596
24,9,1,2,2,16,ry,0.03425695419311523
24,9,1,3,2,16,ry,0.03538395881652832
24,9,2,2,2,16,ry,0.03416093111038208
24,9,2,3,2,16,ry,0.03558060646057129
24,9,3,2,2,16,ry,0.034713454246520996
24,9,3,3,2,16,ry,0.03615579843521118
24,9,4,2,2,16,ry,0.03499213218688965
24,9,4,3,2,16,ry,0.03686124086380005
24,9,5,2,2,16,ry,0.036071791648864746
24,9,5,3,2,16,ry,0.03762774467468262
24,9,6,2,2,16,ry,0.03605724334716797
24,9,6,3,2,16,ry,0.038066117763519286
24,9,7,2,2,16,ry,0.03664625406265259
24,9,7,3,2,16,ry,0.038153977394104005
24,9,8,2,2,16,ry,0.03719228029251099
24,9,8,3,2,16,ry,0.03880972385406494
24,9,9,2,2,16,ry,0.03726130485534668
24,9,9,3,2,16,ry,0.038850326538085934
24,12,1,2,2,16,ry,0.038835198879241944
24,12,1,3,2,16,ry,0.04135457992553711
24,12,2,2,2,16,ry,0.0400178074836731
24,12,2,3,2,16,ry,0.04231009960174561
24,12,3,2,2,16,ry,0.04128271579742432
24,12,3,3,2,16,ry,0.04899912357330322
24,12,4,2,2,16,ry,0.05086331605911255
24,12,4,3,2,16,ry,0.052561740875244144
24,12,5,2,2,16,ry,0.05397561311721802
24,12,5,3,2,16,ry,0.05763631582260132
24,12,6,2,2,16,ry,0.05277332305908203
24,12,6,3,2,16,ry,0.04620841026306152
24,12,7,2,2,16,ry,0.046364195346832275
24,12,7,3,2,16,ry,0.04806338787078857
24,12,8,2,2,16,ry,0.04727945566177368
24,12,8,3,2,16,ry,0.05024956941604614
24,12,9,2,2,16,ry,0.051266000270843506
24,12,9,3,2,16,ry,0.057220699787139895
24,12,10,2,2,16,ry,0.05809057712554932
24,12,10,3,2,16,ry,0.06047724485397339
24,12,11,2,2,16,ry,0.0565217113494873
24,12,11,3,2,16,ry,0.060523061752319335
24,12,12,2,2,16,ry,0.05923852682113648
24,12,12,3,2,16,ry,0.06180940628051758
24,16,1,2,2,16,ry,0.13679508924484252
24,16,1,3,2,16,ry,0.15710623502731325
24,16,1,4,2,16,ry,0.1590760040283203
24,16,2,2,2,16,ry,0.13928276062011719
24,16,2,3,2,16,ry,0.1595611333847046
24,16,2,4,2,16,ry,0.16252390861511232
24,16,3,2,2,16,ry,0.14163717985153199
24,16,3,3,2,16,ry,0.16198771953582763
24,16,3,4,2,16,ry,0.16502403020858764
24,16,4,2,2,16,ry,0.14459730863571166
24,16,4,3,2,16,ry,0.16471895217895507
24,16,4,4,2,16,ry,0.1679505729675293
24,16,5,2,2,16,ry,0.14762380123138427
24,16,5,3,2,16,ry,0.1670660877227783
24,16,5,4,2,16,ry,0.17573901653289795
24,16,6,2,2,16,ry,0.15075459241867065
24,16,6,3,2,16,ry,0.1710589075088501
24,16,6,4,2,16,ry,0.17461286067962647
24,16,7,2,2,16,ry,0.15448862314224243
24,16,7,3,2,16,ry,0.17994744777679444
24,16,7,4,2,16,ry,0.1758253312110901
24,16,8,2,2,16,ry,0.15816690444946288
24,16,8,3,2,16,ry,0.1775743269920349
24,16,8,4,2,16,ry,0.1669174861907959
24,16,9,2,2,16,ry,0.14155997037887574
24,16,9,3,2,16,ry,0.18074634313583374
24,16,9,4,2,16,ry,0.19878055334091185
24,16,10,2,2,16,ry,0.17321356773376465
24,16,10,3,2,16,ry,0.1822911763191223
24,16,10,4,2,16,ry,0.1856396245956421
24,16,11,2,2,16,ry,0.1688375973701477
24,16,11,3,2,16,ry,0.18769455909729005
24,16,11,4,2,16,ry,0.1831158995628357
24,16,12,2,2,16,ry,0.17070167303085326
24,16,12,3,2,16,ry,0.19571200847625733
24,16,12,4,2,16,ry,0.16643239974975585
24,16,13,2,2,16,ry,0.16903187751770019
24,16,13,3,2,16,ry,0.20686862468719483
24,16,13,4,2,16,ry,0.20435805797576903
24,16,14,2,2,16,ry,0.17837413311004638
24,16,14,3,2,16,ry,0.2011234736442566
24,16,14,4,2,16,ry,0.19869788646697997
24,16,15,2,2,16,ry,0.18235904216766358
24,16,15,3,2,16,ry,0.2027444362640381
24,16,15,4,2,16,ry,0.20138176202774047
24,16,16,2,2,16,ry,0.19236568450927735
24,16,16,3,2,16,ry,0.20603807210922243
24,16,16,4,2,16,ry,0.20674238204956055
24,4,1,2,3,16,ry,0.025694305896759032
24,4,2,2,3,16,ry,0.024353549480438233
24,4,3,2,3,16,ry,0.024833505153656007
24,4,4,2,3,16,ry,0.025437917709350586
24,9,1,2,3,16,ry,0.027889835834503173
24,9,1,3,3,16,ry,0.02840219497680664
24,9,2,2,3,16,ry,0.02962944746017456
24,9,2,3,3,16,ry,0.033822443485260006
24,9,3,2,3,16,ry,0.03340476512908935
24,9,3,3,3,16,ry,0.028772647380828856
24,9,4,2,3,16,ry,0.027890479564666747
24,9,4,3,3,16,ry,0.029673845767974855
24,9,5,2,3,16,ry,0.02858224868774414
24,9,5,3,3,16,ry,0.030364086627960207
24,9,6,2,3,16,ry,0.029032816886901857
24,9,6,3,3,16,ry,0.03053926467895508
24,9,7,2,3,16,ry,0.029348587989807128
24,9,7,3,3,16,ry,0.03103322982788086
24,9,8,2,3,16,ry,0.029928576946258546
24,9,8,3,3,16,ry,0.03137885332107544
24,9,9,2,3,16,ry,0.030438690185546874
24,9,9,3,3,16,ry,0.03204602956771851
24,12,1,2,3,16,ry,0.03202533721923828
24,12,1,3,3,16,ry,0.03335693359375
24,12,2,2,3,16,ry,0.03297814607620239
24,12,2,3,3,16,ry,0.038565268516540525
24,12,3,2,3,16,ry,0.039511477947235106
24,12,3,3,3,16,ry,0.04226495265960693
24,12,4,2,3,16,ry,0.0407902193069458
24,12,4,3,3,16,ry,0.042204608917236326
24,12,5,2,3,16,ry,0.0423483419418335
24,12,5,3,3,16,ry,0.04537936210632324
24,12,6,2,3,16,ry,0.04574292659759521
24,12,6,3,3,16,ry,0.046104643344879154
24,12,7,2,3,16,ry,0.046782093048095705
24,12,7,3,3,16,ry,0.048195006847381594
24,12,8,2,3,16,ry,0.04932595252990723
24,12,8,3,3,16,ry,0.052023024559021
24,12,9,2,3,16,ry,0.05134342670440674
24,12,9,3,3,16,ry,0.04208895921707154
24,12,10,2,3,16,ry,0.04241595506668091
24,12,10,3,3,16,ry,0.04422732353210449
24,12,11,2,3,16,ry,0.04361090898513794
24,12,11,3,3,16,ry,0.04517634391784668
24,12,12,2,3,16,ry,0.044722836017608646
24,12,12,3,3,16,ry,0.04672868967056274
24,16,1,2,3,16,ry,0.08159235239028931
24,16,1,3,3,16,ry,0.08008077621459961
24,16,1,4,3,16,ry,0.10244876623153687
24,16,2,2,3,16,ry,0.10326494932174683
24,16,2,3,3,16,ry,0.10207159996032715
24,16,2,4,3,16,ry,0.11205356359481812
24,16,3,2,3,16,ry,0.09698574304580689
24,16,3,3,3,16,ry,0.09473907947540283
24,16,3,4,3,16,ry,0.10759475231170654
24,16,4,2,3,16,ry,0.09840503454208374
24,16,4,3,3,16,ry,0.0952530026435852
24,16,4,4,3,16,ry,0.10986737489700317
24,16,5,2,3,16,ry,0.10202093124389648
24,16,5,3,3,16,ry,0.0994130778312683
24,16,5,4,3,16,ry,0.11218156814575195
24,16,6,2,3,16,ry,0.10377147197723388
24,16,6,3,3,16,ry,0.100360586643219
24,16,6,4,3,16,ry,0.11367604732513428
24,16,7,2,3,16,ry,0.10411174297332763
24,16,7,3,3,16,ry,0.10279597997665406
24,16,7,4,3,16,ry,0.11382554054260254
24,16,8,2,3,16,ry,0.1080025315284729
24,16,8,3,3,16,ry,0.10405176162719726
24,16,8,4,3,16,ry,0.11738876819610596
24,16,9,2,3,16,ry,0.11203434467315673
24,16,9,3,3,16,ry,0.11253265380859374
24,16,9,4,3,16,ry,0.1210365653038025
24,16,10,2,3,16,ry,0.11286823749542237
24,16,10,3,3,16,ry,0.10807420253753662
24,16,10,4,3,16,ry,0.1216396975517273
24,16,11,2,3,16,ry,0.11095397233963013
24,16,11,3,3,16,ry,0.11026260614395142
24,16,11,4,3,16,ry,0.12416744232177734
24,16,12,2,3,16,ry,0.11623472452163697
24,16,12,3,3,16,ry,0.12107891559600831
24,16,12,4,3,16,ry,0.1352593207359314
24,16,13,2,3,16,ry,0.1175712513923645
24,16,13,3,3,16,ry,0.11493689060211182
24,16,13,4,3,16,ry,0.13053938388824463
24,16,14,2,3,16,ry,0.12931971073150636
24,16,14,3,3,16,ry,0.11937276124954224
24,16,14,4,3,16,ry,0.12681121349334717
24,16,15,2,3,16,ry,0.12622586727142335
24,16,15,3,3,16,ry,0.12209943532943726
24,16,15,4,3,16,ry,0.1348221182823181
24,16,16,2,3,16,ry,0.12761103630065918
24,16,16,3,3,16,ry,0.12820324420928955
24,16,16,4,3,16,ry,0.14413762092590332
32,4,1,2,1,16,ry,0.07587644815444947
32,4,2,2,1,16,ry,0.07355150938034058
32,4,3,2,1,16,ry,0.07948914051055908
32,4,4,2,1,16,ry,0.07390058755874634
32,9,1,2,1,16,ry,0.07761037111282348
32,9,1,3,1,16,ry,0.06926729679107665
32,9,2,2,1,16,ry,0.0772107720375061
32,9,2,3,1,16,ry,0.07079642534255981
32,9,3,2,1,16,ry,0.08295171022415161
32,9,3,3,1,16,ry,0.07578512191772462
32,9,4,2,1,16,ry,0.08317385673522949
32,9,4,3,1,16,ry,0.07823332071304322
32,9,5,2,1,16,ry,0.0870798397064209
32,9,5,3,1,16,ry,0.07786612033843994
32,9,6,2,1,16,ry,0.08362744808197022
32,9,6,3,1,16,ry,0.07734346866607666
32,9,7,2,1,16,ry,0.07999289512634278
32,9,7,3,1,16,ry,0.07197105646133423
32,9,8,2,1,16,ry,0.08039732217788696
32,9,8,3,1,16,ry,0.07274254322052003
32,9,9,2,1,16,ry,0.08127538681030273
32,9,9,3,1,16,ry,0.07325777769088745
32,12,1,2,1,16,ry,0.09011417865753174
32,12,1,3,1,16,ry,0.08503027439117432
32,12,2,2,1,16,ry,0.09212666034698486
32,12,2,3,1,16,ry,0.09335846185684205
32,12,3,2,1,16,ry,0.1036063814163208
32,12,3,3,1,16,ry,0.10101012468338012
32,12,4,2,1,16,ry,0.10711456775665283
32,12,4,3,1,16,ry,0.10161583185195923
32,12,5,2,1,16,ry,0.10933832883834839
32,12,5,3,1,16,ry,0.10594232320785522
32,12,6,2,1,16,ry,0.11240166425704956
32,12,6,3,1,16,ry,0.10885041236877441
32,12,7,2,1,16,ry,0.11210944652557372
32,12,7,3,1,16,ry,0.1086128830909729
32,12,8,2,1,16,ry,0.11509210109710694
32,12,8,3,1,16,ry,0.11826268911361694
32,12,9,2,1,16,ry,0.12458651781082153
32,12,9,3,1,16,ry,0.12036867618560791
32,12,10,2,1,16,ry,0.1239884352684021
32,12,10,3,1,16,ry,0.12274425745010376
32,12,11,2,1,16,ry,0.1255794882774353
32,12,11,3,1,16,ry,0.12144530057907105
32,12,12,2,1,16,ry,0.12354586601257324
32,12,12,3,1,16,ry,0.1216080403327942
32,16,1,2,1,16,ry,0.7176952576637268
32,16,1,3,1,16,ry,0.7840360188484192
32,16,1,4,1,16,ry,0.8942218852043152
32,16,2,2,1,16,ry,0.6972738122940063
32,16,2,3,1,16,ry,0.8032691502571105
32,16,2,4,1,16,ry,0.9060514330863952
32,16,3,2,1,16,ry,0.7431223201751709
32,16,3,3,1,16,ry,0.8169274067878723
32,16,3,4,1,16,ry,0.9105152821540833
32,16,4,2,1,16,ry,0.7575904560089112
32,16,4,3,1,16,ry,0.8234414649009705
32,16,4,4,1,16,ry,0.9269824624061584
32,16,5,2,1,16,ry,0.7753394317626953
32,16,5,3,1,16,ry,0.8426792430877685
32,16,5,4,1,16,ry,0.9381011557579041
32,16,6,2,1,16,ry,0.7876285457611084
32,16,6,3,1,16,ry,0.8634704542160034
32,16,6,4,1,16,ry,0.9530622029304504
32,16,7,2,1,16,ry,0.8024780201911926
32,16,7,3,1,16,ry,0.8653662014007568
32,16,7,4,1,16,ry,0.9687058997154235
32,16,8,2,1,16,ry,0.8227480530738831
32,16,8,3,1,16,ry,0.8867141771316528
32,16,8,4,1,16,ry,0.9832939457893372
32,16,9,2,1,16,ry,0.8390906810760498
32,16,9,3,1,16,ry,0.862852725982666
32,16,9,4,1,16,ry,1.0147009110450744
32,16,10,2,1,16,ry,0.8564087462425232
32,16,10,3,1,16,ry,0.9148438572883606
32,16,10,4,1,16,ry,1.0070737886428833
32,16,11,2,1,16,ry,0.8644009137153625
32,16,11,3,1,16,ry,0.9296913170814514
32,16,11,4,1,16,ry,1.0190935850143432
32,16,12,2,1,16,ry,0.883580207824707
32,16,12,3,1,16,ry,0.9502496814727783
32,16,12,4,1,16,ry,1.035597743988037
32,16,13,2,1,16,ry,0.9052225875854493
32,16,13,3,1,16,ry,0.9679963970184327
32,16,13,4,1,16,ry,1.0511763644218446
32,16,14,2,1,16,ry,0.9256757307052612
32,16,14,3,1,16,ry,0.9773487424850464
32,16,14,4,1,16,ry,1.0730146431922913
32,16,15,2,1,16,ry,0.9405481505393982
32,16,15,3,1,16,ry,0.9953080606460571
32,16,15,4,1,16,ry,1.122613892555237
32,16,16,2,1,16,ry,0.9744793820381165
32,16,16,3,1,16,ry,1.0339742732048034
32,16,16,4,1,16,ry,1.1739930295944214
32,4,1,2,2,16,ry,0.035479588508605955
32,4,2,2,2,16,ry,0.03432178497314453
32,4,3,2,2,16,ry,0.03362175703048706
32,4,4,2,2,16,ry,0.03415841102600098
32,9,1,2,2,16,ry,0.036661810874938965
32,9,1,3,2,16,ry,0.03848034381866455
32,9,2,2,2,16,ry,0.03700334548950195
32,9,2,3,2,16,ry,0.039015192985534665
32,9,3,2,2,16,ry,0.03750763654708862
32,9,3,3,2,16,ry,0.039417142868041995
32,9,4,2,2,16,ry,0.03853696346282959
32,9,4,3,2,16,ry,0.040263259410858156
32,9,5,2,2,16,ry,0.03876101016998291
32,9,5,3,2,16,ry,0.04012836217880249
32,9,6,2,2,16,ry,0.039026577472686765
32,9,6,3,2,16,ry,0.04061976909637451
32,9,7,2,2,16,ry,0.03926772117614746
32,9,7,3,2,16,ry,0.041141312122344974
32,9,8,2,2,16,ry,0.03992920160293579
32,9,8,3,2,16,ry,0.04163624763488769
32,9,9,2,2,16,ry,0.04022073268890381
32,9,9,3,2,16,ry,0.04220484256744385
32,12,1,2,2,16,ry,0.042964086532592774
32,12,1,3,2,16,ry,0.04551321268081665
32,12,2,2,2,16,ry,0.05000678062438965
32,12,2,3,2,16,ry,0.05632494211196899
32,12,3,2,2,16,ry,0.05336558818817139
32,12,3,3,2,16,ry,0.056518614292144775
32,12,4,2,2,16,ry,0.05480876922607422
32,12,4,3,2,16,ry,0.058970093727111816
32,12,5,2,2,16,ry,0.05799574613571167
32,12,5,3,2,16,ry,0.06001031637191773
32,12,6,2,2,16,ry,0.056700413227081296
32,12,6,3,2,16,ry,0.05937952756881714
32,12,7,2,2,16,ry,0.05717854976654053
32,12,7,3,2,16,ry,0.06109546422958374
32,12,8,2,2,16,ry,0.05711120843887329
32,12,8,3,2,16,ry,0.062161374092102054
32,12,9,2,2,16,ry,0.0615122127532959
32,12,9,3,2,16,ry,0.06452040672302246
32,12,10,2,2,16,ry,0.06258970499038696
32,12,10,3,2,16,ry,0.06654752254486083
32,12,11,2,2,16,ry,0.06417824745178223
32,12,11,3,2,16,ry,0.067084801197052
32,12,12,2,2,16,ry,0.06481005191802978
32,12,12,3,2,16,ry,0.0666885232925415
32,16,1,2,2,16,ry,0.21297058582305908
32,16,1,3,2,16,ry,0.2446436071395874
32,16,1,4,2,16,ry,0.2627295422554016
32,16,2,2,2,16,ry,0.20959551572799684
32,16,2,3,2,16,ry,0.24690390825271608
32,16,2,4,2,16,ry,0.26618101835250857
32,16,3,2,2,16,ry,0.2229565167427063
32,16,3,3,2,16,ry,0.2529851269721985
32,16,3,4,2,16,ry,0.26699262857437134
32,16,4,2,2,16,ry,0.22452872037887572
32,16,4,3,2,16,ry,0.2561392378807068
32,16,4,4,2,16,ry,0.27126643657684324
32,16,5,2,2,16,ry,0.22724541664123535
32,16,5,3,2,16,ry,0.26800496578216554
32,16,5,4,2,16,ry,0.2747455978393555
32,16,6,2,2,16,ry,0.23106422424316406
32,16,6,3,2,16,ry,0.2656284928321838
32,16,6,4,2,16,ry,0.27416468381881715
32,16,7,2,2,16,ry,0.2442134976387024
32,16,7,3,2,16,ry,0.27639237880706785
32,16,7,4,2,16,ry,0.28148011445999144
32,16,8,2,2,16,ry,0.24464989185333252
32,16,8,3,2,16,ry,0.27458842515945436
32,16,8,4,2,16,ry,0.2635119080543518
32,16,9,2,2,16,ry,0.2389562439918518
32,16,9,3,2,16,ry,0.28906773567199706
32,16,9,4,2,16,ry,0.2973236322402954
32,16,10,2,2,16,ry,0.26036428451538085
32,16,10,3,2,16,ry,0.2852145743370056
32,16,10,4,2,16,ry,0.2980476427078247
32,16,11,2,2,16,ry,0.25982764005661013
32,16,11,3,2,16,ry,0.29023669004440306
32,16,11,4,2,16,ry,0.30976285457611086
32,16,12,2,2,16,ry,0.26136773347854614
32,16,12,3,2,16,ry,0.3003795289993286
32,16,12,4,2,16,ry,0.3078230094909668
32,16,13,2,2,16,ry,0.2798232364654541
32,16,13,3,2,16,ry,0.3025096893310547
32,16,13,4,2,16,ry,0.3108410120010376
32,16,14,2,2,16,ry,0.2734011173248291
32,16,14,3,2,16,ry,0.31032628536224366
32,16,14,4,2,16,ry,0.31624635219573977
32,16,15,2,2,16,ry,0.2760518169403076
32,16,15,3,2,16,ry,0.3101013231277466
32,16,15,4,2,16,ry,0.3211519813537598
32,16,16,2,2,16,ry,0.29233800888061523
32,16,16,3,2,16,ry,0.3177276062965393
32,16,16,4,2,16,ry,0.28729384422302245
32,4,1,2,3,16,ry,0.027817654609680175
32,4,2,2,3,16,ry,0.03064215660095215
32,4,3,2,3,16,ry,0.029233160018920897
32,4,4,2,3,16,ry,0.028560435771942137
32,9,1,2,3,16,ry,0.03192826747894287
32,9,1,3,3,16,ry,0.03578885078430176
32,9,2,2,3,16,ry,0.03320330142974853
32,9,2,3,3,16,ry,0.03812398910522461
32,9,3,2,3,16,ry,0.031018145084381103
32,9,3,3,3,16,ry,0.03293664455413818
32,9,4,2,3,16,ry,0.03157156229019165
32,9,4,3,3,16,ry,0.0335124921798706
32,9,5,2,3,16,ry,0.032186126708984374
32,9,5,3,3,16,ry,0.03376851558685303
32,9,6,2,3,16,ry,0.032612056732177735
32,9,6,3,3,16,ry,0.034438366889953616
32,9,7,2,3,16,ry,0.03318367004394531
32,9,7,3,3,16,ry,0.0350104546546936
32,9,8,2,3,16,ry,0.03326195240020752
32,9,8,3,3,16,ry,0.035043418407440186
32,9,9,2,3,16,ry,0.033983356952667236
32,9,9,3,3,16,ry,0.035489180088043214
32,12,1,2,3,16,ry,0.03552932024002075
32,12,1,3,3,16,ry,0.03739099979400635
32,12,2,2,3,16,ry,0.036861629486083985
32,12,2,3,3,16,ry,0.038722031116485596
32,12,3,2,3,16,ry,0.03800495386123657
32,12,3,3,3,16,ry,0.040190975666046146
32,12,4,2,3,16,ry,0.03933715105056763
32,12,4,3,3,16,ry,0.04124451160430908
32,12,5,2,3,16,ry,0.04065044641494751
32,12,5,3,3,16,ry,0.042751402854919435
32,12,6,2,3,16,ry,0.04180898666381836
32,12,6,3,3,16,ry,0.043703300952911375
32,12,7,2,3,16,ry,0.04294961214065552
32,12,7,3,3,16,ry,0.05146071195602417
32,12,8,2,3,16,ry,0.05170876741409302
32,12,8,3,3,16,ry,0.05401324510574341
32,12,9,2,3,16,ry,0.052364320755004884
32,12,9,3,3,16,ry,0.05528811931610107
32,12,10,2,3,16,ry,0.05463080406188965
32,12,10,3,3,16,ry,0.05561437368392944
32,12,11,2,3,16,ry,0.053354513645172116
32,12,11,3,3,16,ry,0.05586103439331055
32,12,12,2,3,16,ry,0.05419623136520386
32,12,12,3,3,16,ry,0.057694790363311765
32,16,1,2,3,16,ry,0.11807318687438965
32,16,1,3,3,16,ry,0.12794291257858276
32,16,1,4,3,16,ry,0.1546739888191223
32,16,2,2,3,16,ry,0.12140407562255859
32,16,2,3,3,16,ry,0.13727762222290038
32,16,2,4,3,16,ry,0.1637504506111145
32,16,3,2,3,16,ry,0.12175779342651367
32,16,3,3,3,16,ry,0.13952785968780518
32,16,3,4,3,16,ry,0.15602306365966798
32,16,4,2,3,16,ry,0.11154826164245606
32,16,4,3,3,16,ry,0.1261373233795166
32,16,4,4,3,16,ry,0.15980297565460205
32,16,5,2,3,16,ry,0.14003358840942381
32,16,5,3,3,16,ry,0.1476713228225708
32,16,5,4,3,16,ry,0.16464056730270385
32,16,6,2,3,16,ry,0.13284868478775025
32,16,6,3,3,16,ry,0.15300193071365356
32,16,6,4,3,16,ry,0.16964747428894042
32,16,7,2,3,16,ry,0.1337016010284424
32,16,7,3,3,16,ry,0.15328088521957398
32,16,7,4,3,16,ry,0.16879000902175903
32,16,8,2,3,16,ry,0.13791682004928588
32,16,8,3,3,16,ry,0.15380225896835328
32,16,8,4,3,16,ry,0.17739634037017823
32,16,9,2,3,16,ry,0.13985675573349
32,16,9,3,3,16,ry,0.15719086647033692
32,16,9,4,3,16,ry,0.17487507343292236
32,16,10,2,3,16,ry,0.1435849118232727
32,16,10,3,3,16,ry,0.1593064284324646
32,16,10,4,3,16,ry,0.18286130905151368
32,16,11,2,3,16,ry,0.14388243675231935
32,16,11,3,3,16,ry,0.1712485933303833
32,16,11,4,3,16,ry,0.1864493465423584
32,16,12,2,3,16,ry,0.15722858905792236
32,16,12,3,3,16,ry,0.16465457439422607
32,16,12,4,3,16,ry,0.1888677215576172
32,16,13,2,3,16,ry,0.14806140661239625
32,16,13,3,3,16,ry,0.17548847675323487
32,16,13,4,3,16,ry,0.18756139516830445
32,16,14,2,3,16,ry,0.1436377000808716
32,16,14,3,3,16,ry,0.15238728046417235
32,16,14,4,3,16,ry,0.18748971939086914
32,16,15,2,3,16,ry,0.14229046583175659
32,16,15,3,3,16,ry,0.16771538496017457
32,16,15,4,3,16,ry,0.2205205273628235
32,16,16,2,3,16,ry,0.169891836643219
32,16,16,3,3,16,ry,0.18064767599105835
32,16,16,4,3,16,ry,0.19607274293899535
40,4,1,2,1,16,ry,0.09631380081176757
40,4,2,2,1,16,ry,0.09632877349853515
40,4,3,2,1,16,ry,0.0944570231437683
40,4,4,2,1,16,ry,0.09425657510757446
40,9,1,2,1,16,ry,0.09818297624588013
40,9,1,3,1,16,ry,0.09661903619766235
40,9,2,2,1,16,ry,0.102519953250885
40,9,2,3,1,16,ry,0.09828296661376953
40,9,3,2,1,16,ry,0.10301350116729736
40,9,3,3,1,16,ry,0.09551732301712036
40,9,4,2,1,16,ry,0.10331462860107422
40,9,4,3,1,16,ry,0.10094443321228028
40,9,5,2,1,16,ry,0.10398409366607667
40,9,5,3,1,16,ry,0.09801926612854003
40,9,6,2,1,16,ry,0.10384147644042968
40,9,6,3,1,16,ry,0.10526479721069336
40,9,7,2,1,16,ry,0.10672614574432374
40,9,7,3,1,16,ry,0.09549353837966919
40,9,8,2,1,16,ry,0.10186346769332885
40,9,8,3,1,16,ry,0.09698920488357544
40,9,9,2,1,16,ry,0.10210478067398071
40,9,9,3,1,16,ry,0.09768472909927368
40,12,1,2,1,16,ry,0.1151334834098816
40,12,1,3,1,16,ry,0.11557798385620117
40,12,2,2,1,16,ry,0.12496720314025879
40,12,2,3,1,16,ry,0.13392407655715943
40,12,3,2,1,16,ry,0.13466477394104004
40,12,3,3,1,16,ry,0.14188506126403808
40,12,4,2,1,16,ry,0.13935670137405395
40,12,4,3,1,16,ry,0.13857004165649414
