imgsize,qubits,filters,kernelsize,stride,numjobs,circuit,time
16,9,9,2,1,16,ry,0.04301439046859741
16,9,9,3,1,16,ry,0.04317275762557984
16,12,1,2,1,16,ry,0.04618398666381836
16,12,1,3,1,16,ry,0.04753766536712647
16,12,2,2,1,16,ry,0.0510676097869873
16,12,2,3,1,16,ry,0.04990661859512329
16,12,3,2,1,16,ry,0.05371206760406494
16,12,3,3,1,16,ry,0.05243162631988525
16,12,4,2,1,16,ry,0.0547757339477539
16,12,4,3,1,16,ry,0.05137954473495483
16,12,5,2,1,16,ry,0.05663129329681396
16,12,5,3,1,16,ry,0.05485948085784912
16,12,6,2,1,16,ry,0.05701871395111084
16,12,6,3,1,16,ry,0.05433272361755371
16,12,7,2,1,16,ry,0.05733994007110596
16,12,7,3,1,16,ry,0.05513580560684204
16,12,8,2,1,16,ry,0.05960479497909546
16,12,8,3,1,16,ry,0.05781461954116821
16,12,9,2,1,16,ry,0.06096464395523071
16,12,9,3,1,16,ry,0.05745827674865723
16,12,10,2,1,16,ry,0.05993194818496704
16,12,10,3,1,16,ry,0.060372521877288816
16,12,11,2,1,16,ry,0.06093254089355469
16,12,11,3,1,16,ry,0.06498732566833496
16,12,12,2,1,16,ry,0.06749723434448242
16,12,12,3,1,16,ry,0.06622210025787353
16,16,1,2,1,16,ry,0.2001894211769104
16,16,1,3,1,16,ry,0.19576809644699097
16,16,1,4,1,16,ry,0.20733182907104492
16,16,2,2,1,16,ry,0.19424497127532958
16,16,2,3,1,16,ry,0.20662131071090697
16,16,2,4,1,16,ry,0.2096044921875
16,16,3,2,1,16,ry,0.19894450187683105
16,16,3,3,1,16,ry,0.20225656270980835
16,16,3,4,1,16,ry,0.21760063409805297
16,16,4,2,1,16,ry,0.20486390352249145
16,16,4,3,1,16,ry,0.20973271369934082
16,16,4,4,1,16,ry,0.2183664083480835
16,16,5,2,1,16,ry,0.2096477437019348
16,16,5,3,1,16,ry,0.21285178184509276
16,16,5,4,1,16,ry,0.22197462797164916
16,16,6,2,1,16,ry,0.21337610960006714
16,16,6,3,1,16,ry,0.2172153115272522
16,16,6,4,1,16,ry,0.22617897748947144
16,16,7,2,1,16,ry,0.21726895809173585
16,16,7,3,1,16,ry,0.21970328330993652
16,16,7,4,1,16,ry,0.23483837366104127
16,16,8,2,1,16,ry,0.22772366285324097
16,16,8,3,1,16,ry,0.2230370044708252
16,16,8,4,1,16,ry,0.23083581209182738
16,16,9,2,1,16,ry,0.22683332920074462
16,16,9,3,1,16,ry,0.2175412344932556
16,16,9,4,1,16,ry,0.23590057134628295
16,16,10,2,1,16,ry,0.23773964881896972
16,16,10,3,1,16,ry,0.23137452363967895
16,16,10,4,1,16,ry,0.23331036329269408
16,16,11,2,1,16,ry,0.23844009637832642
16,16,11,3,1,16,ry,0.23845666408538818
16,16,11,4,1,16,ry,0.24591087102890014
16,16,12,2,1,16,ry,0.24319060802459716
16,16,12,3,1,16,ry,0.24138116359710693
16,16,12,4,1,16,ry,0.24721368551254272
16,16,13,2,1,16,ry,0.21420844554901122
16,16,13,3,1,16,ry,0.2499061942100525
16,16,13,4,1,16,ry,0.25670897245407104
16,16,14,2,1,16,ry,0.2548872232437134
16,16,14,3,1,16,ry,0.2516495680809021
16,16,14,4,1,16,ry,0.25890408277511595
16,16,15,2,1,16,ry,0.2581978487968445
16,16,15,3,1,16,ry,0.2563140821456909
16,16,15,4,1,16,ry,0.2614623785018921
16,16,16,2,1,16,ry,0.26367543458938597
16,16,16,3,1,16,ry,0.25874771118164064
16,16,16,4,1,16,ry,0.2634028124809265
16,4,1,2,2,16,ry,0.025565495491027834
16,4,2,2,2,16,ry,0.024074716567993162
16,4,3,2,2,16,ry,0.024190070629119872
16,4,4,2,2,16,ry,0.024861507415771485
16,9,1,2,2,16,ry,0.027207300662994385
16,9,1,3,2,16,ry,0.028805668354034423
16,9,2,2,2,16,ry,0.02755789279937744
16,9,2,3,2,16,ry,0.02929157257080078
16,9,3,2,2,16,ry,0.027782447338104248
16,9,3,3,2,16,ry,0.029473650455474853
16,9,4,2,2,16,ry,0.028409101963043214
16,9,4,3,2,16,ry,0.029876444339752197
16,9,5,2,2,16,ry,0.028872861862182617
16,9,5,3,2,16,ry,0.03538944721221924
16,9,6,2,2,16,ry,0.02890028238296509
16,9,6,3,2,16,ry,0.030853004455566407
16,9,7,2,2,16,ry,0.030009043216705323
16,9,7,3,2,16,ry,0.031222426891326906
16,9,8,2,2,16,ry,0.03029655694961548
16,9,8,3,2,16,ry,0.03165998458862305
16,9,9,2,2,16,ry,0.03032923221588135
16,9,9,3,2,16,ry,0.03191183090209961
16,12,1,2,2,16,ry,0.03164294004440307
16,12,1,3,2,16,ry,0.0339729905128479
16,12,2,2,2,16,ry,0.03286058187484741
16,12,2,3,2,16,ry,0.034665839672088625
16,12,3,2,2,16,ry,0.033841259479522705
16,12,3,3,2,16,ry,0.03677510738372803
16,12,4,2,2,16,ry,0.040945849418640136
16,12,4,3,2,16,ry,0.04306119203567505
16,12,5,2,2,16,ry,0.04133586645126343
16,12,5,3,2,16,ry,0.043502182960510255
16,12,6,2,2,16,ry,0.04192763090133667
16,12,6,3,2,16,ry,0.041784143447875975
16,12,7,2,2,16,ry,0.038980231285095215
16,12,7,3,2,16,ry,0.04076517343521118
16,12,8,2,2,16,ry,0.04080183744430542
16,12,8,3,2,16,ry,0.04701786994934082
16,12,9,2,2,16,ry,0.054971005916595456
16,12,9,3,2,16,ry,0.04269752025604248
16,12,10,2,2,16,ry,0.042455818653106686
16,12,10,3,2,16,ry,0.04454215288162231
16,12,11,2,2,16,ry,0.043375558853149414
16,12,11,3,2,16,ry,0.045403089523315426
16,12,12,2,2,16,ry,0.04491309404373169
16,12,12,3,2,16,ry,0.04691479206085205
16,16,1,2,2,16,ry,0.0722478985786438
16,16,1,3,2,16,ry,0.09632343292236328
16,16,1,4,2,16,ry,0.09263989925384522
16,16,2,2,2,16,ry,0.08135717153549195
16,16,2,3,2,16,ry,0.08079010486602783
16,16,2,4,2,16,ry,0.08020548582077026
16,16,3,2,2,16,ry,0.07547933101654053
16,16,3,3,2,16,ry,0.10312065601348877
16,16,3,4,2,16,ry,0.10027729272842408
16,16,4,2,2,16,ry,0.09209221363067627
16,16,4,3,2,16,ry,0.09909517049789429
16,16,4,4,2,16,ry,0.09620867967605591
16,16,5,2,2,16,ry,0.09271673917770386
16,16,5,3,2,16,ry,0.09970730543136597
16,16,5,4,2,16,ry,0.09576977491378784
16,16,6,2,2,16,ry,0.09449015855789185
16,16,6,3,2,16,ry,0.10137465476989746
16,16,6,4,2,16,ry,0.09876240253448486
16,16,7,2,2,16,ry,0.09415551424026489
16,16,7,3,2,16,ry,0.10354454517364502
16,16,7,4,2,16,ry,0.10065360307693481
16,16,8,2,2,16,ry,0.09566298007965088
16,16,8,3,2,16,ry,0.10442364931106568
16,16,8,4,2,16,ry,0.10259852170944214
16,16,9,2,2,16,ry,0.09557308435440064
16,16,9,3,2,16,ry,0.10720225334167481
16,16,9,4,2,16,ry,0.10352383136749267
16,16,10,2,2,16,ry,0.09990963220596313
16,16,10,3,2,16,ry,0.10549043893814086
16,16,10,4,2,16,ry,0.11108640432357789
16,16,11,2,2,16,ry,0.10320495367050171
16,16,11,3,2,16,ry,0.11129972934722901
16,16,11,4,2,16,ry,0.1080676245689392
16,16,12,2,2,16,ry,0.1037485146522522
16,16,12,3,2,16,ry,0.1151795482635498
16,16,12,4,2,16,ry,0.11093797445297242
16,16,13,2,2,16,ry,0.10697818756103515
16,16,13,3,2,16,ry,0.11456797361373901
16,16,13,4,2,16,ry,0.11224750757217407
16,16,14,2,2,16,ry,0.10863668203353882
16,16,14,3,2,16,ry,0.11808327674865722
16,16,14,4,2,16,ry,0.1149571442604065
16,16,15,2,2,16,ry,0.11284747123718261
16,16,15,3,2,16,ry,0.12215048789978028
16,16,15,4,2,16,ry,0.11703929901123047
16,16,16,2,2,16,ry,0.11569846153259278
16,16,16,3,2,16,ry,0.12445292234420777
16,16,16,4,2,16,ry,0.11887135505676269
16,4,1,2,3,16,ry,0.02326681137084961
16,4,2,2,3,16,ry,0.023486113548278807
16,4,3,2,3,16,ry,0.020645604133605958
16,4,4,2,3,16,ry,0.020660672187805176
16,9,1,2,3,16,ry,0.023226299285888673
16,9,1,3,3,16,ry,0.024891610145568847
16,9,2,2,3,16,ry,0.023741037845611573
16,9,2,3,3,16,ry,0.025441851615905762
16,9,3,2,3,16,ry,0.02459555149078369
16,9,3,3,3,16,ry,0.025999221801757812
16,9,4,2,3,16,ry,0.024757778644561766
16,9,4,3,3,16,ry,0.026128313541412353
16,9,5,2,3,16,ry,0.025647430419921874
16,9,5,3,3,16,ry,0.02688258171081543
16,9,6,2,3,16,ry,0.025885694026947022
16,9,6,3,3,16,ry,0.02725944757461548
16,9,7,2,3,16,ry,0.026356868743896485
16,9,7,3,3,16,ry,0.02753938913345337
16,9,8,2,3,16,ry,0.026247010231018067
16,9,8,3,3,16,ry,0.028454623222351073
16,9,9,2,3,16,ry,0.028793773651123046
16,9,9,3,3,16,ry,0.02860604763031006
16,12,1,2,3,16,ry,0.02812070369720459
16,12,1,3,3,16,ry,0.03112781286239624
16,12,2,2,3,16,ry,0.0290869140625
16,12,2,3,3,16,ry,0.030925848484039307
16,12,3,2,3,16,ry,0.03021980285644531
16,12,3,3,3,16,ry,0.032416582107543945
16,12,4,2,3,16,ry,0.031369574069976806
16,12,4,3,3,16,ry,0.03375936508178711
16,12,5,2,3,16,ry,0.032758195400238034
16,12,5,3,3,16,ry,0.03469197750091553
16,12,6,2,3,16,ry,0.034055533409118655
16,12,6,3,3,16,ry,0.035777525901794435
16,12,7,2,3,16,ry,0.035147666931152344
16,12,7,3,3,16,ry,0.037252967357635496
16,12,8,2,3,16,ry,0.036327683925628663
16,12,8,3,3,16,ry,0.03825309276580811
16,12,9,2,3,16,ry,0.04639367580413818
16,12,9,3,3,16,ry,0.0500713324546814
16,12,10,2,3,16,ry,0.049523980617523194
16,12,10,3,3,16,ry,0.050798537731170657
16,12,11,2,3,16,ry,0.04699997186660767
16,12,11,3,3,16,ry,0.04807827949523926
16,12,12,2,3,16,ry,0.04674606800079346
16,12,12,3,3,16,ry,0.05018956422805786
16,16,1,2,3,16,ry,0.06259894132614136
16,16,1,3,3,16,ry,0.0651975154876709
16,16,1,4,3,16,ry,0.06384893655776977
16,16,2,2,3,16,ry,0.06125008106231689
16,16,2,3,3,16,ry,0.06751861095428467
16,16,2,4,3,16,ry,0.06426506042480469
16,16,3,2,3,16,ry,0.06304641485214234
16,16,3,3,3,16,ry,0.06665069341659546
16,16,3,4,3,16,ry,0.06534272909164429
16,16,4,2,3,16,ry,0.06556326627731324
16,16,4,3,3,16,ry,0.07129294157028199
16,16,4,4,3,16,ry,0.06775610446929932
16,16,5,2,3,16,ry,0.06836557865142823
16,16,5,3,3,16,ry,0.07644799947738648
16,16,5,4,3,16,ry,0.07489565134048462
16,16,6,2,3,16,ry,0.07044418811798096
16,16,6,3,3,16,ry,0.07466663360595703
16,16,6,4,3,16,ry,0.07201888799667358
16,16,7,2,3,16,ry,0.07137264728546143
16,16,7,3,3,16,ry,0.07781937837600708
16,16,7,4,3,16,ry,0.07470446586608886
16,16,8,2,3,16,ry,0.07442221879959106
16,16,8,3,3,16,ry,0.07965826749801636
16,16,8,4,3,16,ry,0.07598449468612671
16,16,9,2,3,16,ry,0.07550482273101806
16,16,9,3,3,16,ry,0.08526514768600464
16,16,9,4,3,16,ry,0.07857105016708374
16,16,10,2,3,16,ry,0.07567735433578492
16,16,10,3,3,16,ry,0.08189599514007569
16,16,10,4,3,16,ry,0.07911800384521485
16,16,11,2,3,16,ry,0.08184492826461792
16,16,11,3,3,16,ry,0.0843219804763794
16,16,11,4,3,16,ry,0.0805414628982544
16,16,12,2,3,16,ry,0.08277273178100586
16,16,12,3,3,16,ry,0.08751041889190674
16,16,12,4,3,16,ry,0.08287854671478272
16,16,13,2,3,16,ry,0.08388108730316163
16,16,13,3,3,16,ry,0.08843334436416626
16,16,13,4,3,16,ry,0.0835783076286316
16,16,14,2,3,16,ry,0.08273149490356445
16,16,14,3,3,16,ry,0.08993533611297608
16,16,14,4,3,16,ry,0.0868514633178711
16,16,15,2,3,16,ry,0.08723135471343994
16,16,15,3,3,16,ry,0.09171655178070068
16,16,15,4,3,16,ry,0.09097535848617554
16,16,16,2,3,16,ry,0.09308867692947388
16,16,16,3,3,16,ry,0.10107401609420777
16,16,16,4,3,16,ry,0.09247443437576294
24,4,1,2,1,16,ry,0.04386231660842896
24,4,2,2,1,16,ry,0.04555987119674683
24,4,3,2,1,16,ry,0.04861901044845581
24,4,4,2,1,16,ry,0.047064974308013915
24,9,1,2,1,16,ry,0.05005447626113892
24,9,1,3,1,16,ry,0.06105259895324707
24,9,2,2,1,16,ry,0.0448537540435791
24,9,2,3,1,16,ry,0.05622442007064819
24,9,3,2,1,16,ry,0.04547929048538208
24,9,3,3,1,16,ry,0.056965088844299315
24,9,4,2,1,16,ry,0.04608010053634644
24,9,4,3,1,16,ry,0.057959399223327636
